question_id,category,difficulty,sensitive_info_level,iteration,method,pred_sql,gold_sql,ex,pred_rows,gold_rows,latency_ms,api_error,exec_error
UW023,보험금지급,simple,low,1,semantic_layer,"SELECT COUNT(claims.claim_id)
FROM claims
WHERE claims.claim_date < DATE('now', '-3 years');",SELECT COUNT(*) FROM claims WHERE claim_status = '소멸시효완성' AND CAST(JULIANDAY(claim_expiry_date) - JULIANDAY(insurance_event_date) AS INTEGER) <= 1095,0,1,1,1392.08,,
UW023,보험금지급,simple,low,2,semantic_layer,"SELECT COUNT(claims.claim_id) 
FROM claims 
WHERE claims.claim_date < DATE('now', '-3 years') AND claims.claim_status = '소멸시효완성';",SELECT COUNT(*) FROM claims WHERE claim_status = '소멸시효완성' AND CAST(JULIANDAY(claim_expiry_date) - JULIANDAY(insurance_event_date) AS INTEGER) <= 1095,0,1,1,946.06,,
UW023,보험금지급,simple,low,3,semantic_layer,"SELECT COUNT(claims.claim_id)
FROM claims
WHERE claims.claim_date < DATE('now', '-3 years');",SELECT COUNT(*) FROM claims WHERE claim_status = '소멸시효완성' AND CAST(JULIANDAY(claim_expiry_date) - JULIANDAY(insurance_event_date) AS INTEGER) <= 1095,0,1,1,998.1,,
UW024,보험금지급,moderate,low,1,semantic_layer,"SELECT COUNT(claims.claim_id) AS 지급건수, SUM(claims.additional_interest_amount) AS 가산이율총액
FROM claims
WHERE claims.business_days_to_payment > 30;","SELECT COUNT(*) AS cnt, SUM(additional_interest_amount) AS total_interest FROM claims WHERE CAST(JULIANDAY(actual_payment_date) - JULIANDAY(due_payment_date) AS INTEGER) > 30 AND claim_status = '지급완료'",0,1,1,1145.22,,
UW024,보험금지급,moderate,low,2,semantic_layer,"SELECT COUNT(claims.claim_id) AS 지급건수, SUM(claims.additional_interest_amount) AS 가산이율총액
FROM claims
WHERE claims.business_days_to_payment > 30;","SELECT COUNT(*) AS cnt, SUM(additional_interest_amount) AS total_interest FROM claims WHERE CAST(JULIANDAY(actual_payment_date) - JULIANDAY(due_payment_date) AS INTEGER) > 30 AND claim_status = '지급완료'",0,1,1,26749.63,,
UW024,보험금지급,moderate,low,3,semantic_layer,"SELECT COUNT(claims.claim_id) AS 청구수, SUM(claims.additional_interest_amount) AS 가산이자
FROM claims
WHERE claims.business_days_to_payment > 30;","SELECT COUNT(*) AS cnt, SUM(additional_interest_amount) AS total_interest FROM claims WHERE CAST(JULIANDAY(actual_payment_date) - JULIANDAY(due_payment_date) AS INTEGER) > 30 AND claim_status = '지급완료'",0,1,1,1368.94,,
UW025,사기탐지,moderate,high,1,semantic_layer,"SELECT COUNT(claims.claim_id)
FROM claims
JOIN contracts ON claims.contract_id = contracts.contract_id
WHERE claims.claim_type = '입원보험금'
AND contracts.fraud_type = '고의보험사고유발'
AND contracts.termination_reason = '중대사유';",SELECT COUNT(*) FROM contracts WHERE termination_reason = '중대사유' AND fraud_type = '고의보험사고유발',1,1,1,1230.06,,
UW025,사기탐지,moderate,high,2,semantic_layer,"SELECT COUNT(claims.claim_id)
FROM claims
JOIN contracts ON claims.contract_id = contracts.contract_id
WHERE claims.claim_type = '입원보험금'
AND contracts.fraud_type = '고의보험사고유발'
AND contracts.termination_reason = '중대사유';",SELECT COUNT(*) FROM contracts WHERE termination_reason = '중대사유' AND fraud_type = '고의보험사고유발',1,1,1,1205.43,,
UW025,사기탐지,moderate,high,3,semantic_layer,"SELECT COUNT(claims.claim_id)
FROM claims
JOIN contracts ON claims.contract_id = contracts.contract_id
WHERE claims.claim_type = '입원보험금'
AND contracts.fraud_type = '고의보험사고유발'
AND contracts.termination_reason = '중대사유';",SELECT COUNT(*) FROM contracts WHERE termination_reason = '중대사유' AND fraud_type = '고의보험사고유발',1,1,1,1479.48,,
UW026,사기탐지,moderate,high,1,semantic_layer,"SELECT SUM(claims.paid_amount) 
FROM contracts 
JOIN claims ON contracts.contract_id = claims.contract_id 
WHERE contracts.termination_reason = '중대사유' 
AND contracts.fraud_type = '서류위변조';",SELECT SUM(c.paid_amount) FROM claims c JOIN contracts ct ON c.contract_id = ct.contract_id WHERE ct.termination_reason = '중대사유' AND ct.fraud_type = '서류위변조',1,1,1,1441.78,,
UW026,사기탐지,moderate,high,2,semantic_layer,"SELECT SUM(claims.paid_amount) 
FROM contracts 
JOIN claims ON contracts.contract_id = claims.contract_id 
WHERE contracts.termination_reason = '중대사유' 
AND contracts.fraud_type = '서류위변조';",SELECT SUM(c.paid_amount) FROM claims c JOIN contracts ct ON c.contract_id = ct.contract_id WHERE ct.termination_reason = '중대사유' AND ct.fraud_type = '서류위변조',1,1,1,1178.45,,
UW026,사기탐지,moderate,high,3,semantic_layer,"SELECT SUM(claims.paid_amount) 
FROM contracts 
JOIN claims ON contracts.contract_id = claims.contract_id 
WHERE contracts.termination_reason = '중대사유' 
AND contracts.fraud_type = '서류위변조';",SELECT SUM(c.paid_amount) FROM claims c JOIN contracts ct ON c.contract_id = ct.contract_id WHERE ct.termination_reason = '중대사유' AND ct.fraud_type = '서류위변조',1,1,1,1155.93,,
UW027,계약심사,moderate,medium,1,semantic_layer,"SELECT products.product_category, COUNT(underwriting_decisions.decision_id) AS conditional_acceptance_count
FROM underwriting_decisions
JOIN contracts ON underwriting_decisions.contract_id = contracts.contract_id
JOIN products ON contracts.product_id = products.product_id
WHERE underwriting_decisions.decision_type = '조건부승낙' 
  AND underwriting_decisions.condition_type IN ('보험료할증', '보장제외', '보험금삭감')
GROUP BY products.product_category;","SELECT pr.product_category, ud.condition_type, COUNT(*) AS cnt FROM underwriting_decisions ud JOIN contracts ct ON ud.contract_id = ct.contract_id JOIN products pr ON ct.product_id = pr.product_id WHERE ud.decision_type = '조건부승낙' GROUP BY pr.product_category, ud.condition_type ORDER BY pr.product_category, cnt DESC",0,5,12,1699.91,,
UW027,계약심사,moderate,medium,2,semantic_layer,"SELECT products.product_category, COUNT(underwriting_decisions.decision_id) AS conditional_acceptance_count
FROM underwriting_decisions
JOIN contracts ON underwriting_decisions.contract_id = contracts.contract_id
JOIN products ON contracts.product_id = products.product_id
WHERE underwriting_decisions.decision_type = '조건부승낙' 
  AND underwriting_decisions.condition_type IN ('보험료할증', '보장제외', '보험금삭감')
GROUP BY products.product_category;","SELECT pr.product_category, ud.condition_type, COUNT(*) AS cnt FROM underwriting_decisions ud JOIN contracts ct ON ud.contract_id = ct.contract_id JOIN products pr ON ct.product_id = pr.product_id WHERE ud.decision_type = '조건부승낙' GROUP BY pr.product_category, ud.condition_type ORDER BY pr.product_category, cnt DESC",0,5,12,2080.3,,
UW027,계약심사,moderate,medium,3,semantic_layer,"SELECT products.product_category, COUNT(underwriting_decisions.decision_id) AS conditional_acceptance_count
FROM underwriting_decisions
JOIN contracts ON underwriting_decisions.contract_id = contracts.contract_id
JOIN products ON contracts.product_id = products.product_id
WHERE underwriting_decisions.decision_type = '조건부승낙' 
  AND underwriting_decisions.condition_type IN ('보험료할증', '보장제외', '보험금삭감')
GROUP BY products.product_category;","SELECT pr.product_category, ud.condition_type, COUNT(*) AS cnt FROM underwriting_decisions ud JOIN contracts ct ON ud.contract_id = ct.contract_id JOIN products pr ON ct.product_id = pr.product_id WHERE ud.decision_type = '조건부승낙' GROUP BY pr.product_category, ud.condition_type ORDER BY pr.product_category, cnt DESC",0,5,12,4733.83,,
UW028,장해리스크,simple,high,1,semantic_layer,"SELECT AVG(claims.paid_amount) AS average_payment, MAX(claims.paid_amount) AS max_payment
FROM claims
WHERE claims.disability_type = '흉복부장기심한장해';","SELECT AVG(paid_amount) AS avg_paid, MAX(paid_amount) AS max_paid FROM claims WHERE disability_type = '흉복부장기심한장해' AND claim_type = '장해보험금'",1,1,1,1240.59,,
UW028,장해리스크,simple,high,2,semantic_layer,"SELECT AVG(claims.paid_amount) AS average_payment, MAX(claims.paid_amount) AS max_payment
FROM claims
WHERE claims.disability_type = '흉복부장기심한장해';","SELECT AVG(paid_amount) AS avg_paid, MAX(paid_amount) AS max_paid FROM claims WHERE disability_type = '흉복부장기심한장해' AND claim_type = '장해보험금'",1,1,1,1231.44,,
UW028,장해리스크,simple,high,3,semantic_layer,"SELECT AVG(claims.paid_amount) AS average_payment, MAX(claims.paid_amount) AS max_payment
FROM claims
WHERE claims.disability_type = '흉복부장기심한장해';","SELECT AVG(paid_amount) AS avg_paid, MAX(paid_amount) AS max_paid FROM claims WHERE disability_type = '흉복부장기심한장해' AND claim_type = '장해보험금'",1,1,1,1216.22,,
UW029,장해리스크,moderate,high,1,semantic_layer,"SELECT AVG(insured.age_at_entry) 
FROM insured 
JOIN claims ON insured.insured_id = claims.insured_id 
WHERE claims.disability_type = '심한간질발작' 
AND claims.business_days_to_payment > 0 
AND claims.claim_date >= DATE('now', '-6 months') 
AND claims.claim_type = '장해보험금' 
AND claims.disability_payment_rate >= 8;",SELECT AVG(i.insured_age) FROM claims c JOIN insured i ON c.insured_id = i.insured_id WHERE c.disability_type = '심한간질발작' AND c.claim_type = '장해보험금' AND c.claim_status = '지급완료',0,1,1,1544.24,,
UW029,장해리스크,moderate,high,2,semantic_layer,"SELECT AVG(insured.age_at_entry) 
FROM insured 
JOIN claims ON insured.insured_id = claims.insured_id 
JOIN contracts ON claims.contract_id = contracts.contract_id 
WHERE claims.disability_type = '심한간질발작' 
AND claims.business_days_to_payment > 0 
AND claims.claim_date >= DATE('now', '-6 months') 
GROUP BY insured.insured_id;",SELECT AVG(i.insured_age) FROM claims c JOIN insured i ON c.insured_id = i.insured_id WHERE c.disability_type = '심한간질발작' AND c.claim_type = '장해보험금' AND c.claim_status = '지급완료',0,0,1,1742.08,,
UW029,장해리스크,moderate,high,3,semantic_layer,"SELECT AVG(insured.age_at_entry) 
FROM insured 
JOIN claims ON insured.insured_id = claims.insured_id 
JOIN contracts ON claims.contract_id = contracts.contract_id 
WHERE claims.disability_type = '심한간질발작' 
AND claims.business_days_to_payment > 0;",SELECT AVG(i.insured_age) FROM claims c JOIN insured i ON c.insured_id = i.insured_id WHERE c.disability_type = '심한간질발작' AND c.claim_type = '장해보험금' AND c.claim_status = '지급완료',1,1,1,2938.78,,
UW030,장해리스크,challenging,high,1,semantic_layer,"SELECT 
    COUNT(contracts.contract_id) 
FROM 
    contracts 
JOIN 
    products ON contracts.product_id = products.product_id 
WHERE 
    contracts.disability_rate_revised = 1 
    AND (
        (products.insurance_period_years < 10) 
        OR (products.insurance_period_years >= 10)
    );","SELECT CASE WHEN pr.insurance_period_years >= 10 THEN '10년이상' ELSE '10년미만' END AS period_group, COUNT(*) AS cnt FROM contracts ct JOIN products pr ON ct.product_id = pr.product_id WHERE ct.disability_rate_revised = 1 GROUP BY period_group",0,1,0,1628.71,,
UW030,장해리스크,challenging,high,2,semantic_layer,"SELECT 
    COUNT(contracts.contract_id) 
FROM 
    contracts 
JOIN 
    products ON contracts.product_id = products.product_id 
WHERE 
    contracts.disability_rate_revised = 1 
    AND (
        (products.insurance_period_years < 10) 
        OR (products.insurance_period_years >= 10)
    );","SELECT CASE WHEN pr.insurance_period_years >= 10 THEN '10년이상' ELSE '10년미만' END AS period_group, COUNT(*) AS cnt FROM contracts ct JOIN products pr ON ct.product_id = pr.product_id WHERE ct.disability_rate_revised = 1 GROUP BY period_group",0,1,0,1490.77,,
UW030,장해리스크,challenging,high,3,semantic_layer,"SELECT 
    COUNT(contracts.contract_id) 
FROM 
    contracts 
JOIN 
    products ON contracts.product_id = products.product_id 
WHERE 
    contracts.disability_rate_revised = 1 
    AND (products.insurance_period_years < 10 OR products.insurance_period_years >= 10);","SELECT CASE WHEN pr.insurance_period_years >= 10 THEN '10년이상' ELSE '10년미만' END AS period_group, COUNT(*) AS cnt FROM contracts ct JOIN products pr ON ct.product_id = pr.product_id WHERE ct.disability_rate_revised = 1 GROUP BY period_group",0,1,0,1511.41,,
UW031,보험금지급,moderate,high,1,semantic_layer,"SELECT COUNT(claims.claim_id)
FROM claims
WHERE claims.claim_denial_reason = '수익자고의피해';",SELECT COUNT(*) FROM claims WHERE claim_denial_reason = '수익자고의피해' AND claim_status = '지급거절',1,1,1,820.2,,
UW031,보험금지급,moderate,high,2,semantic_layer,"SELECT COUNT(claims.claim_id)
FROM claims
WHERE claims.claim_denial_reason = '수익자고의피해';",SELECT COUNT(*) FROM claims WHERE claim_denial_reason = '수익자고의피해' AND claim_status = '지급거절',1,1,1,1082.63,,
UW031,보험금지급,moderate,high,3,semantic_layer,"SELECT COUNT(claims.claim_id)
FROM claims
WHERE claims.claim_denial_reason = '수익자고의피해';",SELECT COUNT(*) FROM claims WHERE claim_denial_reason = '수익자고의피해' AND claim_status = '지급거절',1,1,1,1778.17,,
UW032,계약관리,moderate,medium,1,semantic_layer,"SELECT strftime('%Y-%m', contracts.termination_date) AS month, COUNT(contracts.contract_id) AS contract_count
FROM contracts
WHERE contracts.termination_reason = '자동 차감'
GROUP BY month;","SELECT STRFTIME('%Y-%m', deduction_date) AS month, COUNT(*) AS cnt FROM loan_deductions WHERE deduction_type = '해지환급금차감' GROUP BY STRFTIME('%Y-%m', deduction_date) ORDER BY month",0,0,15,2068.9,,
UW032,계약관리,moderate,medium,2,semantic_layer,"SELECT strftime('%Y-%m', contracts.termination_date) AS month, COUNT(contracts.contract_id) AS contract_count
FROM contracts
WHERE contracts.termination_reason = '자동 차감'
GROUP BY month;","SELECT STRFTIME('%Y-%m', deduction_date) AS month, COUNT(*) AS cnt FROM loan_deductions WHERE deduction_type = '해지환급금차감' GROUP BY STRFTIME('%Y-%m', deduction_date) ORDER BY month",0,0,15,1050.77,,
UW032,계약관리,moderate,medium,3,semantic_layer,"SELECT strftime('%Y-%m', contracts.termination_date) AS month, COUNT(contracts.contract_id) AS contract_count
FROM contracts
WHERE contracts.termination_reason = '자동 차감'
GROUP BY month;","SELECT STRFTIME('%Y-%m', deduction_date) AS month, COUNT(*) AS cnt FROM loan_deductions WHERE deduction_type = '해지환급금차감' GROUP BY STRFTIME('%Y-%m', deduction_date) ORDER BY month",0,0,15,1204.77,,
UW033,보험금지급,moderate,medium,1,semantic_layer,"SELECT 
    STRFTIME('%Y', claims.claim_date) AS year,
    COUNT(claims.claim_id) AS claim_count,
    SUM(claims.paid_amount) AS total_amount,
    AVG(claims.paid_amount) AS average_amount
FROM 
    claims
WHERE 
    claims.claim_type = '사망보험금' AND 
    STRFTIME('%Y', claims.claim_date) >= STRFTIME('%Y', 'now', '-5 years')
GROUP BY 
    year
ORDER BY 
    year DESC;","SELECT STRFTIME('%Y', actual_payment_date) AS year, COUNT(*) AS cnt, SUM(paid_amount) AS total, AVG(paid_amount) AS avg_amount FROM claims WHERE claim_type = '사망보험금' AND actual_payment_date >= DATE('now', '-5 years') GROUP BY STRFTIME('%Y', actual_payment_date) ORDER BY year",0,3,3,1882.66,,
UW033,보험금지급,moderate,medium,2,semantic_layer,"SELECT 
    STRFTIME('%Y', claims.claim_date) AS year,
    COUNT(claims.claim_id) AS claim_count,
    SUM(claims.paid_amount) AS total_amount,
    AVG(claims.paid_amount) AS average_amount
FROM 
    claims
WHERE 
    claims.claim_type = '사망보험금' AND 
    STRFTIME('%Y', claims.claim_date) >= STRFTIME('%Y', 'now', '-5 years')
GROUP BY 
    year
ORDER BY 
    year DESC;","SELECT STRFTIME('%Y', actual_payment_date) AS year, COUNT(*) AS cnt, SUM(paid_amount) AS total, AVG(paid_amount) AS avg_amount FROM claims WHERE claim_type = '사망보험금' AND actual_payment_date >= DATE('now', '-5 years') GROUP BY STRFTIME('%Y', actual_payment_date) ORDER BY year",0,3,3,1745.19,,
UW033,보험금지급,moderate,medium,3,semantic_layer,"SELECT 
    STRFTIME('%Y', claims.claim_date) AS year,
    COUNT(claims.claim_id) AS claim_count,
    SUM(claims.paid_amount) AS total_amount,
    AVG(claims.paid_amount) AS average_amount
FROM 
    claims
WHERE 
    claims.claim_type = '사망보험금' AND 
    STRFTIME('%Y', claims.claim_date) >= STRFTIME('%Y', 'now', '-5 years')
GROUP BY 
    year
ORDER BY 
    year DESC;","SELECT STRFTIME('%Y', actual_payment_date) AS year, COUNT(*) AS cnt, SUM(paid_amount) AS total, AVG(paid_amount) AS avg_amount FROM claims WHERE claim_type = '사망보험금' AND actual_payment_date >= DATE('now', '-5 years') GROUP BY STRFTIME('%Y', actual_payment_date) ORDER BY year",0,3,3,1887.07,,
UW034,보험금지급,moderate,high,1,semantic_layer,"SELECT COUNT(claims.claim_id) AS 청구수, AVG(claims.missing_period_days) AS 평균실종기간
FROM claims
WHERE claims.death_cause_type = '실종선고';","SELECT COUNT(*) AS cnt, AVG(missing_period_days) AS avg_missing_days FROM claims WHERE death_cause_type = '실종선고' AND claim_type = '사망보험금'",1,1,1,1142.54,,
UW034,보험금지급,moderate,high,2,semantic_layer,"SELECT COUNT(claims.claim_id) AS 청구수, AVG(claims.missing_period_days) AS 평균실종기간
FROM claims
WHERE claims.death_cause_type = '실종선고';","SELECT COUNT(*) AS cnt, AVG(missing_period_days) AS avg_missing_days FROM claims WHERE death_cause_type = '실종선고' AND claim_type = '사망보험금'",1,1,1,965.31,,
UW034,보험금지급,moderate,high,3,semantic_layer,"SELECT COUNT(claims.claim_id) AS 청구수, AVG(claims.missing_period_days) AS 평균실종기간
FROM claims
WHERE claims.death_cause_type = '실종선고';","SELECT COUNT(*) AS cnt, AVG(missing_period_days) AS avg_missing_days FROM claims WHERE death_cause_type = '실종선고' AND claim_type = '사망보험금'",1,1,1,1288.58,,
UW035,계약관리,simple,low,1,semantic_layer,"SELECT 
    COUNT(contracts.contract_id) AS cancellation_count,
    SUM(CASE WHEN DATE(contracts.contract_date) >= DATE(claims.claim_date, '-15 days') THEN 1 ELSE 0 END) AS cancellations_within_15_days,
    (SUM(CASE WHEN DATE(contracts.contract_date) >= DATE(claims.claim_date, '-15 days') THEN 1 ELSE 0 END) * 1.0 / COUNT(contracts.contract_id)) * 100 AS cancellation_rate
FROM 
    contracts
JOIN 
    claims ON contracts.contract_id = claims.claim_id
WHERE 
    contracts.cancellation_reason IS NOT NULL;","SELECT ROUND(COUNT(CASE WHEN CAST(JULIANDAY(withdrawal_date) - JULIANDAY(policy_issue_date) AS INTEGER) <= 15 THEN 1 END) * 100.0 / COUNT(*), 2) AS pct FROM contract_withdrawals",0,1,1,2305.95,,
UW035,계약관리,simple,low,2,semantic_layer,"SELECT 
    COUNT(contracts.contract_id) AS total_cancellations,
    SUM(CASE WHEN DATE(claims.claim_date) <= DATE(contracts.contract_date, '+15 days') THEN 1 ELSE 0 END) AS cancellations_within_15_days,
    (SUM(CASE WHEN DATE(claims.claim_date) <= DATE(contracts.contract_date, '+15 days') THEN 1 ELSE 0 END) * 1.0 / COUNT(contracts.contract_id)) * 100 AS cancellation_rate
FROM 
    contracts
JOIN 
    claims ON contracts.contract_id = claims.contract_id
WHERE 
    contracts.cancellation_reason IS NOT NULL;","SELECT ROUND(COUNT(CASE WHEN CAST(JULIANDAY(withdrawal_date) - JULIANDAY(policy_issue_date) AS INTEGER) <= 15 THEN 1 END) * 100.0 / COUNT(*), 2) AS pct FROM contract_withdrawals",0,1,1,2240.64,,
UW035,계약관리,simple,low,3,semantic_layer,"SELECT 
    COUNT(contracts.contract_id) AS cancellation_count,
    SUM(CASE WHEN DATE(claims.claim_date) <= DATE(contracts.contract_date, '+15 days') THEN 1 ELSE 0 END) AS cancellations_within_15_days,
    (SUM(CASE WHEN DATE(claims.claim_date) <= DATE(contracts.contract_date, '+15 days') THEN 1 ELSE 0 END) * 1.0 / COUNT(contracts.contract_id)) * 100 AS cancellation_rate
FROM 
    contracts
JOIN 
    claims ON contracts.contract_id = claims.contract_id
WHERE 
    contracts.cancellation_reason IS NOT NULL;","SELECT ROUND(COUNT(CASE WHEN CAST(JULIANDAY(withdrawal_date) - JULIANDAY(policy_issue_date) AS INTEGER) <= 15 THEN 1 END) * 100.0 / COUNT(*), 2) AS pct FROM contract_withdrawals",0,1,1,2055.25,,
UW036,계약관리,simple,low,1,semantic_layer,"SELECT COUNT(contracts.contract_id)
FROM contracts
WHERE contracts.cancellation_reason IN ('약관 미교부', '중요내용 미설명')
AND DATE(contracts.contract_date, '+3 months') >= DATE('now');",SELECT COUNT(*) FROM contracts WHERE cancellation_reason = '약관미교부또는미설명' AND CAST(JULIANDAY(termination_date) - JULIANDAY(contract_date) AS INTEGER) <= 90,1,1,1,956.56,,
UW036,계약관리,simple,low,2,semantic_layer,"SELECT COUNT(contracts.contract_id)
FROM contracts
WHERE contracts.cancellation_reason IN ('약관 미교부', '중요내용 미설명')
AND DATE(contracts.contract_date, '+3 months') >= DATE('now');",SELECT COUNT(*) FROM contracts WHERE cancellation_reason = '약관미교부또는미설명' AND CAST(JULIANDAY(termination_date) - JULIANDAY(contract_date) AS INTEGER) <= 90,1,1,1,1159.3,,
UW036,계약관리,simple,low,3,semantic_layer,"SELECT COUNT(contracts.contract_id)
FROM contracts
WHERE contracts.cancellation_reason IN ('약관 미교부', '중요내용 미설명')
AND DATE(contracts.contract_date, '+3 months') >= DATE('now');",SELECT COUNT(*) FROM contracts WHERE cancellation_reason = '약관미교부또는미설명' AND CAST(JULIANDAY(termination_date) - JULIANDAY(contract_date) AS INTEGER) <= 90,1,1,1,1115.51,,
UW037,보험금지급,moderate,medium,1,semantic_layer,"SELECT COUNT(claims.claim_id) AS 가지급건수, SUM(claims.provisional_payment_amount) AS 총가지급금액
FROM claims
WHERE claims.provisional_payment_made = 1 AND claims.paid_amount <= (claims.provisional_payment_amount * 0.5);","SELECT COUNT(*) AS cnt, SUM(provisional_payment_amount) AS total FROM claims WHERE provisional_payment_made = 1",0,1,1,1234.27,,
UW037,보험금지급,moderate,medium,2,semantic_layer,"SELECT COUNT(claims.claim_id) AS 가지급건수, SUM(claims.provisional_payment_amount) AS 총가지급금액
FROM claims
WHERE claims.provisional_payment_made = 1 AND claims.paid_amount <= (claims.provisional_payment_amount * 0.5);","SELECT COUNT(*) AS cnt, SUM(provisional_payment_amount) AS total FROM claims WHERE provisional_payment_made = 1",0,1,1,1266.72,,
UW037,보험금지급,moderate,medium,3,semantic_layer,"SELECT COUNT(claims.claim_id) AS 가지급건수, SUM(claims.provisional_payment_amount) AS 총가지급금액
FROM claims
WHERE claims.provisional_payment_made = 1 AND claims.paid_amount <= (claims.provisional_payment_amount * 0.5);","SELECT COUNT(*) AS cnt, SUM(provisional_payment_amount) AS total FROM claims WHERE provisional_payment_made = 1",0,1,1,1118.59,,
UW038,계약관리,moderate,medium,1,semantic_layer,"SELECT COUNT(contracts.contract_id) AS contract_count, 
       AVG(contracts.corrected_premium) AS average_corrected_premium 
FROM contracts 
WHERE contracts.age_correction_applied = 1;","SELECT COUNT(*) AS cnt, AVG(ABS(corrected_premium - original_premium)) AS avg_correction FROM contracts WHERE age_correction_applied = 1",0,1,1,1247.34,,
UW038,계약관리,moderate,medium,2,semantic_layer,"SELECT COUNT(contracts.contract_id) AS 계약수, 
       AVG(contracts.corrected_premium) AS 평균정정금액 
FROM contracts 
WHERE contracts.age_correction_applied = 1;","SELECT COUNT(*) AS cnt, AVG(ABS(corrected_premium - original_premium)) AS avg_correction FROM contracts WHERE age_correction_applied = 1",0,1,1,898.5,,
UW038,계약관리,moderate,medium,3,semantic_layer,"SELECT COUNT(contracts.contract_id) AS 계약수, 
       AVG(contracts.corrected_premium) AS 평균정정금액 
FROM contracts 
WHERE contracts.age_correction_applied = 1;","SELECT COUNT(*) AS cnt, AVG(ABS(corrected_premium - original_premium)) AS avg_correction FROM contracts WHERE age_correction_applied = 1",0,1,1,1670.65,,
UW039,계약관리,moderate,medium,1,semantic_layer,"SELECT COUNT(contracts.contract_id)
FROM contracts
WHERE contracts.termination_reason = '강제집행' AND contracts.contract_status = 'terminated';","SELECT COUNT(*) FROM contract_revivals WHERE revival_reason = '특별부활' AND original_termination_reason IN ('강제집행', '담보권실행', '체납처분')",0,1,1,1933.47,,
UW039,계약관리,moderate,medium,2,semantic_layer,"SELECT COUNT(contracts.contract_id)
FROM contracts
WHERE contracts.termination_reason = '강제집행' AND contracts.contract_status = '효력회복';","SELECT COUNT(*) FROM contract_revivals WHERE revival_reason = '특별부활' AND original_termination_reason IN ('강제집행', '담보권실행', '체납처분')",0,1,1,850.59,,
UW039,계약관리,moderate,medium,3,semantic_layer,"SELECT COUNT(contracts.contract_id)
FROM contracts
WHERE contracts.termination_reason = '강제집행' AND contracts.contract_status = '효력회복';","SELECT COUNT(*) FROM contract_revivals WHERE revival_reason = '특별부활' AND original_termination_reason IN ('강제집행', '담보권실행', '체납처분')",0,1,1,928.78,,
UW040,계약관리,moderate,low,1,semantic_layer,"SELECT COUNT(contracts.contract_id)
FROM contracts
JOIN underwriting_decisions ON contracts.contract_id = underwriting_decisions.decision_id
WHERE contracts.payment_year_elapsed < 1 AND underwriting_decisions.decision_type = '거절';",SELECT COUNT(*) FROM contract_changes WHERE change_type = '보험종목변경' AND change_status = '거절' AND CAST(JULIANDAY(change_request_date) - JULIANDAY(first_premium_payment_date) AS INTEGER) < 365,0,1,1,1105.48,,
UW040,계약관리,moderate,low,2,semantic_layer,"SELECT COUNT(contracts.contract_id)
FROM contracts
JOIN underwriting_decisions ON contracts.contract_id = underwriting_decisions.contract_id
WHERE contracts.payment_year_elapsed < 1 AND underwriting_decisions.decision_type = '거절';",SELECT COUNT(*) FROM contract_changes WHERE change_type = '보험종목변경' AND change_status = '거절' AND CAST(JULIANDAY(change_request_date) - JULIANDAY(first_premium_payment_date) AS INTEGER) < 365,0,1,1,2004.14,,
UW040,계약관리,moderate,low,3,semantic_layer,"SELECT COUNT(contracts.contract_id)
FROM contracts
JOIN underwriting_decisions ON contracts.contract_id = underwriting_decisions.contract_id
WHERE contracts.payment_year_elapsed < 1 AND underwriting_decisions.decision_type = '거절';",SELECT COUNT(*) FROM contract_changes WHERE change_type = '보험종목변경' AND change_status = '거절' AND CAST(JULIANDAY(change_request_date) - JULIANDAY(first_premium_payment_date) AS INTEGER) < 365,0,1,1,1139.99,,
UW041,계약관리,moderate,low,1,semantic_layer,"SELECT COUNT(contracts.contract_id) AS 계약수, AVG(claims.business_days_to_payment) AS 평균소요일수
FROM contracts
JOIN claims ON contracts.contract_id = claims.contract_id
WHERE contracts.contract_status = 'active' 
AND claims.claim_status = '지급완료' 
AND claims.business_days_to_payment <= 14;","SELECT COUNT(*) AS cnt, AVG(CAST(JULIANDAY(arrear_payment_date) - JULIANDAY(notice_date) AS INTEGER)) AS avg_days FROM premium_notices WHERE paid_within_notice_period = 1 AND CAST(JULIANDAY(arrear_payment_date) - JULIANDAY(notice_date) AS INTEGER) <= 14",0,1,1,1404.16,,
UW041,계약관리,moderate,low,2,semantic_layer,"SELECT COUNT(contracts.contract_id) AS 계약수, AVG(claims.business_days_to_payment) AS 평균소요일수
FROM contracts
JOIN claims ON contracts.contract_id = claims.claim_id
WHERE contracts.contract_status = 'active' 
AND claims.claim_status = '지급완료' 
AND claims.business_days_to_payment <= 14;","SELECT COUNT(*) AS cnt, AVG(CAST(JULIANDAY(arrear_payment_date) - JULIANDAY(notice_date) AS INTEGER)) AS avg_days FROM premium_notices WHERE paid_within_notice_period = 1 AND CAST(JULIANDAY(arrear_payment_date) - JULIANDAY(notice_date) AS INTEGER) <= 14",0,1,1,1675.53,,
