question_id,category,difficulty,sensitive_info_level,iteration,method,pred_sql,gold_sql,ex,pred_rows,gold_rows,latency_ms,api_error,exec_error
UW023,보험금지급,simple,low,3,text2sql,"SELECT COUNT(*) 
FROM claims 
WHERE claim_status = '소멸시효완성' 
AND JULIANDAY('now') - JULIANDAY(claim_date) > 365 * 3;",SELECT COUNT(*) FROM claims WHERE claim_status = '소멸시효완성' AND CAST(JULIANDAY(claim_expiry_date) - JULIANDAY(insurance_event_date) AS INTEGER) <= 1095,0,1,1,946.97,,
UW024,보험금지급,moderate,low,1,text2sql,"SELECT COUNT(*) AS total_claims, SUM(interest_added_amount) AS total_interest_added
FROM claims
WHERE business_days_to_payment > 30 AND claim_status = '지급완료';","SELECT COUNT(*) AS cnt, SUM(additional_interest_amount) AS total_interest FROM claims WHERE CAST(JULIANDAY(actual_payment_date) - JULIANDAY(due_payment_date) AS INTEGER) > 30 AND claim_status = '지급완료'",0,1,1,3288.69,,
UW024,보험금지급,moderate,low,2,text2sql,"SELECT COUNT(*) AS total_claims, SUM(interest_added_amount) AS total_interest_added
FROM claims
WHERE business_days_to_payment > 30;","SELECT COUNT(*) AS cnt, SUM(additional_interest_amount) AS total_interest FROM claims WHERE CAST(JULIANDAY(actual_payment_date) - JULIANDAY(due_payment_date) AS INTEGER) > 30 AND claim_status = '지급완료'",0,1,1,887.62,,
UW024,보험금지급,moderate,low,3,text2sql,"SELECT COUNT(*) AS total_claims, SUM(interest_added_amount) AS total_interest_added
FROM claims
WHERE business_days_to_payment > 30 AND claim_status = '지급완료';","SELECT COUNT(*) AS cnt, SUM(additional_interest_amount) AS total_interest FROM claims WHERE CAST(JULIANDAY(actual_payment_date) - JULIANDAY(due_payment_date) AS INTEGER) > 30 AND claim_status = '지급완료'",0,1,1,1031.69,,
UW025,사기탐지,moderate,high,1,text2sql,"SELECT COUNT(*) 
FROM claims 
WHERE claim_type = '입원보험금' 
AND claim_status = '지급거절' 
AND contract_id IN (
    SELECT contract_id 
    FROM contracts 
    WHERE termination_reason = '중대사유'
);",SELECT COUNT(*) FROM contracts WHERE termination_reason = '중대사유' AND fraud_type = '고의보험사고유발',1,1,1,1331.38,,
UW025,사기탐지,moderate,high,2,text2sql,"SELECT COUNT(*) 
FROM claims 
WHERE claim_type = '입원보험금' 
AND claim_status = '지급거절' 
AND contract_id IN (
    SELECT contract_id 
    FROM contracts 
    WHERE termination_reason = '중대사유'
);",SELECT COUNT(*) FROM contracts WHERE termination_reason = '중대사유' AND fraud_type = '고의보험사고유발',1,1,1,2803.88,,
UW025,사기탐지,moderate,high,3,text2sql,"SELECT COUNT(*) 
FROM claims 
WHERE claim_type = '입원보험금' 
AND claim_status = '지급거절' 
AND contract_id IN (
    SELECT contract_id 
    FROM contracts 
    WHERE termination_reason = '중대사유'
);",SELECT COUNT(*) FROM contracts WHERE termination_reason = '중대사유' AND fraud_type = '고의보험사고유발',1,1,1,1592.6,,
UW026,사기탐지,moderate,high,1,text2sql,"SELECT SUM(paid_amount) AS total_paid_amount
FROM claims
WHERE contract_id IN (
    SELECT contract_id
    FROM contracts
    WHERE termination_reason = '중대사유'
);",SELECT SUM(c.paid_amount) FROM claims c JOIN contracts ct ON c.contract_id = ct.contract_id WHERE ct.termination_reason = '중대사유' AND ct.fraud_type = '서류위변조',0,1,1,1862.73,,
UW026,사기탐지,moderate,high,2,text2sql,"SELECT SUM(paid_amount) AS total_paid_amount
FROM claims
WHERE contract_id IN (
    SELECT contract_id
    FROM contracts
    WHERE termination_reason = '중대사유'
);",SELECT SUM(c.paid_amount) FROM claims c JOIN contracts ct ON c.contract_id = ct.contract_id WHERE ct.termination_reason = '중대사유' AND ct.fraud_type = '서류위변조',0,1,1,1048.0,,
UW026,사기탐지,moderate,high,3,text2sql,"SELECT SUM(paid_amount) AS total_paid_amount
FROM claims
WHERE contract_id IN (
    SELECT contract_id
    FROM contracts
    WHERE termination_reason = '중대사유'
);",SELECT SUM(c.paid_amount) FROM claims c JOIN contracts ct ON c.contract_id = ct.contract_id WHERE ct.termination_reason = '중대사유' AND ct.fraud_type = '서류위변조',0,1,1,1009.04,,
UW027,계약심사,moderate,medium,1,text2sql,"SELECT decision_type, COUNT(*) AS count
FROM underwriting_decisions
WHERE decision_type = '조건부승낙'
GROUP BY decision_type;","SELECT pr.product_category, ud.condition_type, COUNT(*) AS cnt FROM underwriting_decisions ud JOIN contracts ct ON ud.contract_id = ct.contract_id JOIN products pr ON ct.product_id = pr.product_id WHERE ud.decision_type = '조건부승낙' GROUP BY pr.product_category, ud.condition_type ORDER BY pr.product_category, cnt DESC",0,1,12,978.77,,
UW027,계약심사,moderate,medium,2,text2sql,"SELECT decision_type, COUNT(*) AS count
FROM underwriting_decisions
WHERE decision_type = '조건부승낙'
GROUP BY decision_type;","SELECT pr.product_category, ud.condition_type, COUNT(*) AS cnt FROM underwriting_decisions ud JOIN contracts ct ON ud.contract_id = ct.contract_id JOIN products pr ON ct.product_id = pr.product_id WHERE ud.decision_type = '조건부승낙' GROUP BY pr.product_category, ud.condition_type ORDER BY pr.product_category, cnt DESC",0,1,12,990.09,,
UW027,계약심사,moderate,medium,3,text2sql,"SELECT decision_type, COUNT(*) AS count
FROM underwriting_decisions
WHERE decision_type = '조건부승낙'
GROUP BY decision_type;","SELECT pr.product_category, ud.condition_type, COUNT(*) AS cnt FROM underwriting_decisions ud JOIN contracts ct ON ud.contract_id = ct.contract_id JOIN products pr ON ct.product_id = pr.product_id WHERE ud.decision_type = '조건부승낙' GROUP BY pr.product_category, ud.condition_type ORDER BY pr.product_category, cnt DESC",0,1,12,942.25,,
UW028,장해리스크,simple,high,1,text2sql,"SELECT AVG(paid_amount) AS average_amount, MAX(paid_amount) AS max_amount
FROM claims
WHERE disability_type = '흉복부장기 기능에 심한 장해(장기이식 포함)';","SELECT AVG(paid_amount) AS avg_paid, MAX(paid_amount) AS max_paid FROM claims WHERE disability_type = '흉복부장기심한장해' AND claim_type = '장해보험금'",0,1,1,1095.36,,
UW028,장해리스크,simple,high,2,text2sql,"SELECT AVG(paid_amount) AS average_amount, MAX(paid_amount) AS max_amount
FROM claims
WHERE claim_type = '장해보험금' AND disability_type = '흉복부장기 기능에 심한 장해(장기이식 포함)';","SELECT AVG(paid_amount) AS avg_paid, MAX(paid_amount) AS max_paid FROM claims WHERE disability_type = '흉복부장기심한장해' AND claim_type = '장해보험금'",0,1,1,1135.39,,
UW028,장해리스크,simple,high,3,text2sql,"SELECT AVG(paid_amount) AS average_amount, MAX(paid_amount) AS max_amount
FROM claims
WHERE claim_type = '장해보험금' AND disability_type = '흉복부장기 기능에 심한 장해(장기이식 포함)';","SELECT AVG(paid_amount) AS avg_paid, MAX(paid_amount) AS max_paid FROM claims WHERE disability_type = '흉복부장기심한장해' AND claim_type = '장해보험금'",0,1,1,1640.96,,
UW029,장해리스크,moderate,high,1,text2sql,"SELECT AVG(insured_age) AS average_age
FROM insured
WHERE insured_id IN (
    SELECT insured_id
    FROM claims
    WHERE claim_type = '장해보험금'
    AND additional_interest_amount > 0
    AND EXISTS (
        SELECT 1
        FROM medical_history
        WHERE insured_id = claims.insured_id
        AND diagnosis_code = '간질발작'
        GROUP BY insured_id
        HAVING COUNT(*) >= 6 AND SUM(CASE WHEN treatment_date >= DATE('now', '-6 months') THEN 1 ELSE 0 END) >= 8
    )
);",SELECT AVG(i.insured_age) FROM claims c JOIN insured i ON c.insured_id = i.insured_id WHERE c.disability_type = '심한간질발작' AND c.claim_type = '장해보험금' AND c.claim_status = '지급완료',0,1,1,2243.6,,
UW029,장해리스크,moderate,high,2,text2sql,"SELECT AVG(insured_age) AS average_age
FROM insured
WHERE insured_id IN (
    SELECT DISTINCT insured_id
    FROM claims
    WHERE claim_type = '장해보험금'
    AND claim_status = '지급완료'
    AND insured_id IN (
        SELECT insured_id
        FROM medical_history
        WHERE diagnosis_code = '간질발작'
        GROUP BY insured_id
        HAVING COUNT(*) >= 6 AND SUM(CASE WHEN strftime('%Y', treatment_date) = strftime('%Y', 'now') THEN 1 ELSE 0 END) >= 8
    )
);",SELECT AVG(i.insured_age) FROM claims c JOIN insured i ON c.insured_id = i.insured_id WHERE c.disability_type = '심한간질발작' AND c.claim_type = '장해보험금' AND c.claim_status = '지급완료',0,1,1,1965.62,,
UW029,장해리스크,moderate,high,3,text2sql,"SELECT AVG(insured_age) AS average_age
FROM insured
WHERE insured_id IN (
    SELECT insured_id
    FROM claims
    WHERE claim_type = '장해보험금'
    AND additional_interest_amount > 0
    AND EXISTS (
        SELECT 1
        FROM medical_history
        WHERE insured_id = claims.insured_id
        AND diagnosis_code = '간질발작'
        GROUP BY insured_id
        HAVING COUNT(*) >= 6
    )
);",SELECT AVG(i.insured_age) FROM claims c JOIN insured i ON c.insured_id = i.insured_id WHERE c.disability_type = '심한간질발작' AND c.claim_type = '장해보험금' AND c.claim_status = '지급완료',0,1,1,1940.28,,
UW030,장해리스크,challenging,high,1,text2sql,"SELECT COUNT(*) AS count
FROM contracts c
JOIN claims cl ON c.contract_id = cl.contract_id
WHERE cl.disability_payment_rate IS NOT NULL
AND c.insurance_period_years < 10
AND cl.claim_status IN ('지급완료', '심사중');","SELECT CASE WHEN pr.insurance_period_years >= 10 THEN '10년이상' ELSE '10년미만' END AS period_group, COUNT(*) AS cnt FROM contracts ct JOIN products pr ON ct.product_id = pr.product_id WHERE ct.disability_rate_revised = 1 GROUP BY period_group",0,0,0,1433.42,,pred_sql 오류: no such column: c.insurance_period_years
UW030,장해리스크,challenging,high,2,text2sql,"SELECT COUNT(*) AS count
FROM contracts c
JOIN claims cl ON c.contract_id = cl.contract_id
WHERE cl.disability_payment_rate IS NOT NULL
AND c.insurance_period_years < 10
AND cl.claim_status IN ('지급완료', '심사중');","SELECT CASE WHEN pr.insurance_period_years >= 10 THEN '10년이상' ELSE '10년미만' END AS period_group, COUNT(*) AS cnt FROM contracts ct JOIN products pr ON ct.product_id = pr.product_id WHERE ct.disability_rate_revised = 1 GROUP BY period_group",0,0,0,1463.3,,pred_sql 오류: no such column: c.insurance_period_years
UW030,장해리스크,challenging,high,3,text2sql,"SELECT COUNT(*) AS count
FROM contracts c
JOIN claims cl ON c.contract_id = cl.contract_id
WHERE cl.disability_payment_rate IS NOT NULL
AND c.insurance_period_years < 10
AND cl.claim_status IN ('지급완료', '심사중');","SELECT CASE WHEN pr.insurance_period_years >= 10 THEN '10년이상' ELSE '10년미만' END AS period_group, COUNT(*) AS cnt FROM contracts ct JOIN products pr ON ct.product_id = pr.product_id WHERE ct.disability_rate_revised = 1 GROUP BY period_group",0,0,0,1312.66,,pred_sql 오류: no such column: c.insurance_period_years
UW031,보험금지급,moderate,high,1,text2sql,"SELECT COUNT(*) AS denied_claims_count
FROM claims
WHERE claim_status = '지급거절' AND claim_denial_reason IS NOT NULL;",SELECT COUNT(*) FROM claims WHERE claim_denial_reason = '수익자고의피해' AND claim_status = '지급거절',0,1,1,962.14,,
UW031,보험금지급,moderate,high,2,text2sql,"SELECT COUNT(*) AS denied_claims_count
FROM claims
WHERE claim_status = '지급거절' AND claim_denial_reason IS NOT NULL;",SELECT COUNT(*) FROM claims WHERE claim_denial_reason = '수익자고의피해' AND claim_status = '지급거절',0,1,1,908.91,,
UW031,보험금지급,moderate,high,3,text2sql,"SELECT COUNT(*) AS denied_claims_count
FROM claims
WHERE claim_status = '지급거절' AND claim_denial_reason IS NOT NULL;",SELECT COUNT(*) FROM claims WHERE claim_denial_reason = '수익자고의피해' AND claim_status = '지급거절',0,1,1,979.77,,
UW032,계약관리,moderate,medium,1,text2sql,"SELECT strftime('%Y-%m', withdrawal_date) AS month, COUNT(*) AS count
FROM contract_withdrawals
WHERE contract_id IN (
    SELECT contract_id
    FROM loan_deductions
    WHERE deduction_type = '해지환급금차감'
)
GROUP BY month
ORDER BY month;","SELECT STRFTIME('%Y-%m', deduction_date) AS month, COUNT(*) AS cnt FROM loan_deductions WHERE deduction_type = '해지환급금차감' GROUP BY STRFTIME('%Y-%m', deduction_date) ORDER BY month",0,0,15,4412.92,,
UW032,계약관리,moderate,medium,2,text2sql,"SELECT strftime('%Y-%m', withdrawal_date) AS month, COUNT(*) AS count
FROM contract_withdrawals
WHERE contract_id IN (
    SELECT contract_id
    FROM loan_deductions
    WHERE deduction_type = '해지환급금차감'
)
GROUP BY month
ORDER BY month;","SELECT STRFTIME('%Y-%m', deduction_date) AS month, COUNT(*) AS cnt FROM loan_deductions WHERE deduction_type = '해지환급금차감' GROUP BY STRFTIME('%Y-%m', deduction_date) ORDER BY month",0,0,15,1333.47,,
UW032,계약관리,moderate,medium,3,text2sql,"SELECT strftime('%Y-%m', withdrawal_date) AS month, COUNT(*) AS count
FROM contract_withdrawals
WHERE contract_id IN (
    SELECT contract_id
    FROM loan_deductions
    WHERE deduction_type = '해지환급금차감'
)
GROUP BY month
ORDER BY month;","SELECT STRFTIME('%Y-%m', deduction_date) AS month, COUNT(*) AS cnt FROM loan_deductions WHERE deduction_type = '해지환급금차감' GROUP BY STRFTIME('%Y-%m', deduction_date) ORDER BY month",0,0,15,5124.49,,
UW033,보험금지급,moderate,medium,1,text2sql,"SELECT 
    strftime('%Y', claim_date) AS year,
    COUNT(*) AS claim_count,
    SUM(paid_amount) AS total_amount,
    AVG(paid_amount) AS average_amount
FROM 
    claims
WHERE 
    claim_type = '사망보험금' AND 
    strftime('%Y', claim_date) >= strftime('%Y', 'now', '-5 years')
GROUP BY 
    year
ORDER BY 
    year DESC;","SELECT STRFTIME('%Y', actual_payment_date) AS year, COUNT(*) AS cnt, SUM(paid_amount) AS total, AVG(paid_amount) AS avg_amount FROM claims WHERE claim_type = '사망보험금' AND actual_payment_date >= DATE('now', '-5 years') GROUP BY STRFTIME('%Y', actual_payment_date) ORDER BY year",0,3,3,5215.05,,
UW033,보험금지급,moderate,medium,2,text2sql,"SELECT 
    strftime('%Y', claim_date) AS year,
    COUNT(*) AS claim_count,
    SUM(paid_amount) AS total_paid_amount,
    AVG(paid_amount) AS average_paid_amount
FROM 
    claims
WHERE 
    claim_type = '사망보험금' AND 
    strftime('%Y', claim_date) >= strftime('%Y', 'now', '-5 years')
GROUP BY 
    year
ORDER BY 
    year DESC;","SELECT STRFTIME('%Y', actual_payment_date) AS year, COUNT(*) AS cnt, SUM(paid_amount) AS total, AVG(paid_amount) AS avg_amount FROM claims WHERE claim_type = '사망보험금' AND actual_payment_date >= DATE('now', '-5 years') GROUP BY STRFTIME('%Y', actual_payment_date) ORDER BY year",0,3,3,2815.36,,
UW033,보험금지급,moderate,medium,3,text2sql,"SELECT 
    strftime('%Y', claim_date) AS year,
    COUNT(*) AS claim_count,
    SUM(paid_amount) AS total_amount,
    AVG(paid_amount) AS average_amount
FROM 
    claims
WHERE 
    claim_type = '사망보험금' AND 
    strftime('%Y', claim_date) >= strftime('%Y', 'now', '-5 years')
GROUP BY 
    year
ORDER BY 
    year DESC;","SELECT STRFTIME('%Y', actual_payment_date) AS year, COUNT(*) AS cnt, SUM(paid_amount) AS total, AVG(paid_amount) AS avg_amount FROM claims WHERE claim_type = '사망보험금' AND actual_payment_date >= DATE('now', '-5 years') GROUP BY STRFTIME('%Y', actual_payment_date) ORDER BY year",0,3,3,3694.9,,
UW034,보험금지급,moderate,high,1,text2sql,"SELECT COUNT(*) AS claim_count, AVG(missing_period_days) AS average_missing_period
FROM claims
WHERE death_cause_type = '실종선고';","SELECT COUNT(*) AS cnt, AVG(missing_period_days) AS avg_missing_days FROM claims WHERE death_cause_type = '실종선고' AND claim_type = '사망보험금'",1,1,1,961.59,,
UW034,보험금지급,moderate,high,2,text2sql,"SELECT COUNT(*) AS claim_count, AVG(missing_period_days) AS average_missing_period
FROM claims
WHERE death_cause_type = '실종선고';","SELECT COUNT(*) AS cnt, AVG(missing_period_days) AS avg_missing_days FROM claims WHERE death_cause_type = '실종선고' AND claim_type = '사망보험금'",1,1,1,1367.67,,
UW034,보험금지급,moderate,high,3,text2sql,"SELECT COUNT(*) AS claim_count, AVG(missing_period_days) AS average_missing_period
FROM claims
WHERE death_cause_type = '실종선고';","SELECT COUNT(*) AS cnt, AVG(missing_period_days) AS avg_missing_days FROM claims WHERE death_cause_type = '실종선고' AND claim_type = '사망보험금'",1,1,1,1144.99,,
UW035,계약관리,simple,low,1,text2sql,"SELECT 
    COUNT(*) AS total_withdrawals,
    SUM(CASE WHEN JULIANDAY(withdrawal_date) - JULIANDAY(policy_issue_date) <= 15 THEN 1 ELSE 0 END) AS withdrawals_within_15_days,
    (SUM(CASE WHEN JULIANDAY(withdrawal_date) - JULIANDAY(policy_issue_date) <= 15 THEN 1 ELSE 0 END) * 1.0 / COUNT(*)) * 100 AS withdrawal_rate_within_15_days
FROM 
    contract_withdrawals;","SELECT ROUND(COUNT(CASE WHEN CAST(JULIANDAY(withdrawal_date) - JULIANDAY(policy_issue_date) AS INTEGER) <= 15 THEN 1 END) * 100.0 / COUNT(*), 2) AS pct FROM contract_withdrawals",0,1,1,3194.51,,
UW035,계약관리,simple,low,2,text2sql,"SELECT 
    COUNT(*) AS total_withdrawals,
    SUM(CASE WHEN JULIANDAY(withdrawal_date) - JULIANDAY(policy_issue_date) <= 15 THEN 1 ELSE 0 END) AS withdrawals_within_15_days,
    (SUM(CASE WHEN JULIANDAY(withdrawal_date) - JULIANDAY(policy_issue_date) <= 15 THEN 1 ELSE 0 END) * 1.0 / COUNT(*)) * 100 AS withdrawal_rate
FROM 
    contract_withdrawals;","SELECT ROUND(COUNT(CASE WHEN CAST(JULIANDAY(withdrawal_date) - JULIANDAY(policy_issue_date) AS INTEGER) <= 15 THEN 1 END) * 100.0 / COUNT(*), 2) AS pct FROM contract_withdrawals",0,1,1,2230.16,,
UW035,계약관리,simple,low,3,text2sql,"SELECT 
    COUNT(*) AS total_withdrawals,
    SUM(CASE WHEN JULIANDAY(withdrawal_date) - JULIANDAY(policy_issue_date) <= 15 THEN 1 ELSE 0 END) AS withdrawals_within_15_days,
    (SUM(CASE WHEN JULIANDAY(withdrawal_date) - JULIANDAY(policy_issue_date) <= 15 THEN 1 ELSE 0 END) * 1.0 / COUNT(*)) * 100 AS withdrawal_rate_within_15_days
FROM 
    contract_withdrawals;","SELECT ROUND(COUNT(CASE WHEN CAST(JULIANDAY(withdrawal_date) - JULIANDAY(policy_issue_date) AS INTEGER) <= 15 THEN 1 END) * 100.0 / COUNT(*), 2) AS pct FROM contract_withdrawals",0,1,1,2090.42,,
UW036,계약관리,simple,low,1,text2sql,"SELECT COUNT(*) AS cancellation_count
FROM contracts
WHERE contract_status = 'terminated'
AND termination_reason IN ('약관 미교부', '중요내용 미설명')
AND DATE(contract_date, '+3 months') >= DATE('now');",SELECT COUNT(*) FROM contracts WHERE cancellation_reason = '약관미교부또는미설명' AND CAST(JULIANDAY(termination_date) - JULIANDAY(contract_date) AS INTEGER) <= 90,1,1,1,1411.54,,
UW036,계약관리,simple,low,2,text2sql,"SELECT COUNT(*) AS cancellation_count
FROM contracts
WHERE contract_status = 'terminated'
AND termination_reason IN ('약관 미교부', '중요내용 미설명')
AND DATE(contract_date, '+3 months') >= DATE('now');",SELECT COUNT(*) FROM contracts WHERE cancellation_reason = '약관미교부또는미설명' AND CAST(JULIANDAY(termination_date) - JULIANDAY(contract_date) AS INTEGER) <= 90,1,1,1,1288.79,,
UW036,계약관리,simple,low,3,text2sql,"SELECT COUNT(*) AS cancellation_count
FROM contracts
WHERE contract_status = 'terminated'
AND termination_reason IN ('약관 미교부', '중요내용 미설명')
AND DATE(contract_date, '+3 months') >= DATE('now');",SELECT COUNT(*) FROM contracts WHERE cancellation_reason = '약관미교부또는미설명' AND CAST(JULIANDAY(termination_date) - JULIANDAY(contract_date) AS INTEGER) <= 90,1,1,1,1384.51,,
UW037,보험금지급,moderate,medium,1,text2sql,"SELECT COUNT(*) AS total_provisional_payments, SUM(provisional_payment_amount) AS total_amount
FROM claims
WHERE provisional_payment_made = 1 AND provisional_payment_amount <= paid_amount * 0.5;","SELECT COUNT(*) AS cnt, SUM(provisional_payment_amount) AS total FROM claims WHERE provisional_payment_made = 1",1,1,1,1414.55,,
UW037,보험금지급,moderate,medium,2,text2sql,"SELECT COUNT(*) AS total_provisional_payments, SUM(provisional_payment_amount) AS total_amount
FROM claims
WHERE provisional_payment_made = 1 AND provisional_payment_amount <= paid_amount * 0.5;","SELECT COUNT(*) AS cnt, SUM(provisional_payment_amount) AS total FROM claims WHERE provisional_payment_made = 1",1,1,1,1296.88,,
UW037,보험금지급,moderate,medium,3,text2sql,"SELECT COUNT(*) AS total_provisional_payments, SUM(provisional_payment_amount) AS total_amount
FROM claims
WHERE provisional_payment_amount <= paid_amount * 0.5;","SELECT COUNT(*) AS cnt, SUM(provisional_payment_amount) AS total FROM claims WHERE provisional_payment_made = 1",0,1,1,1181.34,,
UW038,계약관리,moderate,medium,1,text2sql,"SELECT COUNT(*) AS contract_count, AVG(corrected_premium) AS average_corrected_amount
FROM contracts
WHERE age_correction_applied = 1;","SELECT COUNT(*) AS cnt, AVG(ABS(corrected_premium - original_premium)) AS avg_correction FROM contracts WHERE age_correction_applied = 1",0,1,1,2635.5,,
UW038,계약관리,moderate,medium,2,text2sql,"SELECT COUNT(*) AS contract_count, AVG(corrected_premium) AS average_corrected_amount
FROM contracts
WHERE age_correction_applied = 1;","SELECT COUNT(*) AS cnt, AVG(ABS(corrected_premium - original_premium)) AS avg_correction FROM contracts WHERE age_correction_applied = 1",0,1,1,1594.61,,
UW038,계약관리,moderate,medium,3,text2sql,"SELECT COUNT(*) AS contract_count, AVG(corrected_premium) AS average_corrected_amount
FROM contracts
WHERE age_correction_applied = 1;","SELECT COUNT(*) AS cnt, AVG(ABS(corrected_premium - original_premium)) AS avg_correction FROM contracts WHERE age_correction_applied = 1",0,1,1,1681.41,,
UW039,계약관리,moderate,medium,1,text2sql,"SELECT COUNT(*) 
FROM contract_revivals 
WHERE revival_reason = '특별부활' 
AND contract_id IN (
    SELECT contract_id 
    FROM contracts 
    WHERE termination_reason = '강제집행'
);","SELECT COUNT(*) FROM contract_revivals WHERE revival_reason = '특별부활' AND original_termination_reason IN ('강제집행', '담보권실행', '체납처분')",0,1,1,1490.21,,
UW039,계약관리,moderate,medium,2,text2sql,"SELECT COUNT(*) 
FROM contract_revivals 
WHERE revival_reason = '특별부활' 
AND contract_id IN (
    SELECT contract_id 
    FROM contracts 
    WHERE termination_reason = '강제집행'
);","SELECT COUNT(*) FROM contract_revivals WHERE revival_reason = '특별부활' AND original_termination_reason IN ('강제집행', '담보권실행', '체납처분')",0,1,1,1144.91,,
UW039,계약관리,moderate,medium,3,text2sql,"SELECT COUNT(*) 
FROM contract_revivals 
WHERE revival_reason = '특별부활' 
AND contract_id IN (
    SELECT contract_id 
    FROM contracts 
    WHERE termination_reason = '강제집행'
);","SELECT COUNT(*) FROM contract_revivals WHERE revival_reason = '특별부활' AND original_termination_reason IN ('강제집행', '담보권실행', '체납처분')",0,1,1,1324.71,,
UW040,계약관리,moderate,low,1,text2sql,"SELECT COUNT(*) 
FROM contract_changes 
WHERE change_type = '보험종목변경' 
AND change_status = '거절' 
AND JULIANDAY(change_request_date) < JULIANDAY(first_premium_payment_date) - 365;",SELECT COUNT(*) FROM contract_changes WHERE change_type = '보험종목변경' AND change_status = '거절' AND CAST(JULIANDAY(change_request_date) - JULIANDAY(first_premium_payment_date) AS INTEGER) < 365,0,1,1,1208.95,,
UW040,계약관리,moderate,low,2,text2sql,"SELECT COUNT(*) 
FROM contract_changes 
WHERE change_type = '보험종목변경' 
AND change_status = '거절' 
AND JULIANDAY(change_request_date) < JULIANDAY(first_premium_payment_date) - 365;",SELECT COUNT(*) FROM contract_changes WHERE change_type = '보험종목변경' AND change_status = '거절' AND CAST(JULIANDAY(change_request_date) - JULIANDAY(first_premium_payment_date) AS INTEGER) < 365,0,1,1,2008.7,,
UW040,계약관리,moderate,low,3,text2sql,"SELECT COUNT(*) 
FROM contract_changes 
WHERE change_type = '보험종목변경' 
AND change_status = '거절' 
AND JULIANDAY(change_request_date) < JULIANDAY(first_premium_payment_date) - 365;",SELECT COUNT(*) FROM contract_changes WHERE change_type = '보험종목변경' AND change_status = '거절' AND CAST(JULIANDAY(change_request_date) - JULIANDAY(first_premium_payment_date) AS INTEGER) < 365,0,1,1,3710.67,,
UW041,계약관리,moderate,low,1,text2sql,"SELECT COUNT(*) AS contract_count, AVG(julianday(arrear_payment_date) - julianday(notice_date)) AS average_days_to_payment
FROM premium_notices
WHERE paid_within_notice_period = 1 AND 
      julianday(arrear_payment_date) - julianday(notice_date) <= 14;","SELECT COUNT(*) AS cnt, AVG(CAST(JULIANDAY(arrear_payment_date) - JULIANDAY(notice_date) AS INTEGER)) AS avg_days FROM premium_notices WHERE paid_within_notice_period = 1 AND CAST(JULIANDAY(arrear_payment_date) - JULIANDAY(notice_date) AS INTEGER) <= 14",1,1,1,2134.02,,
UW041,계약관리,moderate,low,2,text2sql,"SELECT COUNT(*) AS contract_count, AVG(JULIANDAY(arrear_payment_date) - JULIANDAY(notice_date)) AS average_days_to_payment
FROM premium_notices
WHERE paid_within_notice_period = 1 AND 
      JULIANDAY(arrear_payment_date) - JULIANDAY(notice_date) <= 14;","SELECT COUNT(*) AS cnt, AVG(CAST(JULIANDAY(arrear_payment_date) - JULIANDAY(notice_date) AS INTEGER)) AS avg_days FROM premium_notices WHERE paid_within_notice_period = 1 AND CAST(JULIANDAY(arrear_payment_date) - JULIANDAY(notice_date) AS INTEGER) <= 14",1,1,1,1358.55,,
UW041,계약관리,moderate,low,3,text2sql,"SELECT COUNT(*) AS contract_count, AVG(julianday(arrear_payment_date) - julianday(notice_date)) AS average_days_to_payment
FROM premium_notices
WHERE paid_within_notice_period = 1 AND 
      julianday(arrear_payment_date) - julianday(notice_date) <= 14;","SELECT COUNT(*) AS cnt, AVG(CAST(JULIANDAY(arrear_payment_date) - JULIANDAY(notice_date) AS INTEGER)) AS avg_days FROM premium_notices WHERE paid_within_notice_period = 1 AND CAST(JULIANDAY(arrear_payment_date) - JULIANDAY(notice_date) AS INTEGER) <= 14",1,1,1,1495.51,,
UW042,보험금지급,challenging,low,1,text2sql,"SELECT 
    SUM(CASE WHEN business_days_to_payment <= 3 THEN 1 ELSE 0 END) * 100.0 / COUNT(*) AS paid_within_3_business_days_ratio,
    SUM(CASE WHEN business_days_to_payment > 10 THEN 1 ELSE 0 END) * 100.0 / COUNT(*) AS paid_after_10_business_days_ratio
FROM claims;","SELECT ROUND(SUM(CASE WHEN business_days_to_payment <= 3 THEN 1 ELSE 0 END) * 100.0 / COUNT(*), 2) AS within_3_days_pct, ROUND(SUM(CASE WHEN business_days_to_payment > 10 THEN 1 ELSE 0 END) * 100.0 / COUNT(*), 2) AS over_10_days_pct FROM claims WHERE claim_status = '지급완료'",0,1,1,2024.33,,
UW042,보험금지급,challenging,low,2,text2sql,"SELECT 
    SUM(CASE WHEN business_days_to_payment <= 3 THEN 1 ELSE 0 END) * 100.0 / COUNT(*) AS paid_within_3_business_days_ratio,
    SUM(CASE WHEN business_days_to_payment > 10 THEN 1 ELSE 0 END) * 100.0 / COUNT(*) AS paid_after_10_business_days_ratio
FROM claims;","SELECT ROUND(SUM(CASE WHEN business_days_to_payment <= 3 THEN 1 ELSE 0 END) * 100.0 / COUNT(*), 2) AS within_3_days_pct, ROUND(SUM(CASE WHEN business_days_to_payment > 10 THEN 1 ELSE 0 END) * 100.0 / COUNT(*), 2) AS over_10_days_pct FROM claims WHERE claim_status = '지급완료'",0,1,1,1691.5,,
